Time,V,m,h,n
0.0,-65.0,0.05,0.6,0.317
0.01,-64.90176370515236,0.05013373254136038,0.5999934262245693,0.3170026193139271
0.02,-64.80409914389313,0.05028671621059795,0.5999828192583745,0.3170079916478197
0.03,-64.7069919766885,0.050458102409716266,0.5999681901605043,0.31701610527878454
0.04,-64.61042831275861,0.05064709074492323,0.5999495494839556,0.3170269487498885
0.05,-64.5143946645376,0.05085292610827396,0.5999269072900727,0.3170405108629647
0.060000000000000005,-64.4188779065251,0.05107489595902989,0.5999002731612827,0.3170567806724369
0.07,-64.32386523803245,0.05131232778984321,0.5998696562122712,0.3170757474800681
0.08,-64.22934414938752,0.05156458676411481,0.5998350650997242,0.317097400830549
0.09,-64.13530239121393,0.05183107351199769,0.5997965080307505,0.3171217305078536
0.09999999999999999,-64.04172794644671,0.05211122207353755,0.5997539927700836,0.3171487265322952
0.10999999999999999,-63.94860900478518,0.05240449797836972,0.5997075266461546,0.31717837915822406
0.11999999999999998,-63.85593393931896,0.05271039645223599,0.599657116556113,0.3172106788723146
0.12999999999999998,-63.76369128509302,0.053028440741354155,0.5996027689698691,0.3172456163923955
0.13999999999999999,-63.671869719403865,0.053358180546375665,0.5995444899332183,0.31728318266678146
0.15,-63.58045804364222,0.053699190558308275,0.5994822850701054,0.3173233688740686
0.16,-63.48944516651758,0.05405106908936746,0.5994161595840773,0.3173661664233618
0.17,-63.39882008851799,0.054413436792257824,0.59934611825897,0.317411566954904
0.18000000000000002,-63.30857188747373,0.05478593546187818,0.5992721654588669,0.317459562341081
0.19000000000000003,-63.21868970510746,0.05516822691389578,0.5991943051273653,0.31751014468777916
0.20000000000000004,-63.12916273446533,0.05555999193505018,0.599112540786181,0.3175633063360752
0.21000000000000005,-63.03998020813437,0.05596092930042856,0.599026875533117,0.3176190398642399
0.22000000000000006,-62.95113138716054,0.05637075485330503,0.5989373120394208,0.3176773380900394
0.23000000000000007,-62.86260555059051,0.05678920064345964,0.5988438525465516,0.3177381940733207
0.24000000000000007,-62.77439198556712,0.05721601412019013,0.5987464988623724,0.31780160111886835
0.25000000000000006,-62.68647997791531,0.05765095737650438,0.598645252356785,0.31786755277952194
0.26000000000000006,-62.598858803160745,0.05809380644123425,0.5985401139568183,0.31793604285954546
0.2700000000000001,-62.51151771792863,0.058544350616046015,0.5984310841411813,0.3180070654182405
0.2800000000000001,-62.424445951674514,0.05900239185453847,0.5983181629342892,0.3180806147737967
0.2900000000000001,-62.337632698702905,0.059467744180820035,0.5982013498997676,0.3181566855073745
0.3000000000000001,-62.25106711043308,0.05994023314514138,0.5980806441334411,0.318235272467416
0.3100000000000001,-62.164738287874414,0.06041969531433159,0.5979560442558073,0.3183163707741797
0.3200000000000001,-62.07863527427643,0.060905977794945006,0.5978275484039981,0.31839997582449886
0.3300000000000001,-61.99274704792101,0.061398937787173535,0.5976951542232274,0.31848608329676065
0.34000000000000014,-61.90706251502649,0.06189844216771622,0.5975588588577225,0.3185746891561062
0.35000000000000014,-61.82157050273507,0.062404367099925244,0.5974186589411365,0.31866578965985237
0.36000000000000015,-61.736259752156634,0.06291659766966604,0.5972745505864353,0.3187593813631359
0.37000000000000016,-61.65111891144346,0.06343502754543942,0.597126529375253,0.3188554611247826
0.38000000000000017,-61.56613652887155,0.06395955866141646,0.5969745903467082,0.31895402611340384
0.3900000000000002,-61.48130104590525,0.06449010092213242,0.59681872798567,0.3190550738137248
0.4000000000000002,-61.39660079022277,0.06502657192767587,0.5966589362104643,0.3191586020331474
0.4100000000000002,-61.31202396868097,0.0655688967182922,0.5964952083600061,0.31926460890855474
0.4200000000000002,-61.22755866019818,0.06611700753739931,0.5963275371803466,0.319373092913361
0.4300000000000002,-61.143192808534536,0.06667084361208596,0.5961559148106155,0.31948405286481485
0.4400000000000002,-61.0589142149495,0.06723035095023247,0.5959803327683459,0.3195974879315623
0.45000000000000023,-60.97471053071641,0.06779548215345711,0.5958007819341601,0.31971339764147794
0.46000000000000024,-60.890569249474204,0.06836619624515271,0.5956172525357969,0.3198317818897729
0.47000000000000025,-60.80647769939641,0.06894245851293447,0.5954297341314596,0.3199526409473887
0.48000000000000026,-60.72242303515726,0.06952424036487401,0.5952382155924597,0.3200759754696874
0.49000000000000027,-60.63839222967501,0.07011151919894512,0.595042685085132,0.32020178650544967
0.5000000000000002,-60.55437206561182,0.07070427828515498,0.5948431300519931,0.32033007550619136
0.5100000000000002,-60.47034912660962,0.07130250665987976,0.5946395371921149,0.3204608443358126
0.5200000000000002,-60.38630978824072,0.07190619903196702,0.5944318924406817,0.32059409528059196
0.5300000000000002,-60.302240208651476,0.07251535570020826,0.594220180947697,0.32072983105954056
0.5400000000000003,-60.2181263188767,0.07312998248182447,0.5940043870558057,0.3208680548351318
0.5500000000000003,-60.13395381280188,0.07375009065164488,0.5937844942771932,0.32100877022442237
0.5600000000000003,-60.04970813674941,0.07437569689169547,0.5935604852695205,0.32115198131058265
0.5700000000000003,-59.96537447866418,0.07500682325094826,0.5933323418108547,0.3212976926548547
0.5800000000000003,-59.88093775687295,0.07564349711501628,0.5931000447735458,0.3214459093089572
0.5900000000000003,-59.796382608390786,0.07628575118561132,0.5928635740970049,0.32159663682795897
0.6000000000000003,-59.711693376746744,0.0769336234696135,0.5926229087593294,0.3217498812836418
0.6100000000000003,-59.62685409929969,0.07758715727763237,0.5923780267477228,0.32190564927837745
0.6200000000000003,-59.54184849401369,0.07824640123196971,0.5921289050276484,0.3220639479595426
0.6300000000000003,-59.456659945660995,0.07891140928392389,0.5918755195106573,0.3222247850344979
0.6400000000000003,-59.37127149141896,0.0795822407404051,0.5916178450208237,0.32238816878616006
0.6500000000000004,-59.28566580582547,0.08025896029986025,0.5913558552597175,0.3225541080891945
0.6600000000000004,-59.199825185055566,0.08094163809753514,0.5910895227698403,0.3227226124268616
0.6700000000000004,-59.11373153047991,0.08163034976013096,0.5908188188964466,0.3228936919085486
0.6800000000000004,-59.02736633146345,0.08232517646994153,0.5905437137476642,0.32306735728802166
0.6900000000000004,-58.940710647360405,0.0830262050385872,0.5902641761528267,0.3232436199824365
0.7000000000000004,-58.853745088659,0.08373352799049168,0.5899801736189216,0.3234224920921454
0.7100000000000004,-58.76644979722661,0.08444724365627856,0.5896916722850546,0.3236039864213432
0.7200000000000004,-58.678804425603225,0.08516745627629571,0.5893986368748196,0.32378811649959566
0.7300000000000004,-58.59078811528757,0.08589427611450788,0.5891010306464646,0.32397489660429757
0.7400000000000004,-58.50237947395725,0.08662781958303149,0.5887988153407261,0.3241643417841097
0.7500000000000004,-58.413556551560134,0.08736820937761924,0.5884919511262076,0.3243564678834276
0.7600000000000005,-58.32429681521067,0.0881155746244386,0.5881803965421588,0.3245512915679378
0.7700000000000005,-58.23457712282013,0.08887005103852505,0.5878641084385123,0.3247488303513213
0.7800000000000005,-58.1443736953855,0.08963178109432984,0.5875430419130173,0.3249491026231664
0.7900000000000005,-58.0536620878567,0.09040091420882304,0.5872171502453037,0.32515212767815915
0.8000000000000005,-57.96241715849637,0.09117760693765505,0.586886384827698,0.3253579257466216
0.8100000000000005,-57.87061303664088,0.09196202318492536,0.5865506950925972,0.325566518026474
0.8200000000000005,-57.778223088764975,0.09275433442715465,0.5862100284361994,0.3257779267167018
0.8300000000000005,-57.685219882745784,0.09355471995210679,0.5858643301383695,0.3259921750524129
0.8400000000000005,-57.591575150214766,0.094363367113161,0.5855135432784073,0.3262092873415769
0.8500000000000005,-57.4972597468784,0.09518047159999106,0.5851576086464682,0.32642928900354357
0.8600000000000005,-57.40224361068008,0.09600623772636924,0.5847964646503665,0.32665220660944466
0.8700000000000006,-57.306495717666586,0.09684087873597665,0.5844300472174772,0.3268780679245897
0.8800000000000006,-57.20998403541277,0.09768461712717139,0.5840582896914249,0.327106901952974
0.8900000000000006,-57.112675473847645,0.0985376849977388,0.5836811227232328,0.32733873898402577
0.9000000000000006,-57.014535833313346,0.09940032441072755,0.5832984741565748,0.32757361064172646
0.9100000000000006,-56.91552974967652,0.10027278778255984,0.5829102689067526,0.32781154993624934
0.9200000000000006,-56.81562063629793,0.10115533829469461,0.5825164288329878,0.3280525913182704
0.9300000000000006,-56.714770622651734,0.10204825033022077,0.5821168726035896,0.32829677073611674
